"","X","gotuheiti","postnr","tegund","verd","herbergi","size","nyskrad","fermverd","date"
"3299",10,"Langamýri",800,"Par/Raðhús",30900000,6,161.4,"2016-12-27",191450,"2016-12-01"
"3305",21,"Holtabraut",801,"Einbýli",28500000,5,235.5,"2016-12-27",121019,"2016-12-01"
"3310",2,"Brautarholt",355,"Fjölbýli",17000000,5,126,"2016-12-28",134921,"2016-12-01"
"3311",3,"Þórustígur",260,"Fjölbýli",15900000,3,63.1,"2016-12-28",251981,"2016-12-01"
"3315",8,"Háholt",220,"Fjölbýli",37900000,4,105.3,"2016-12-28",359924,"2016-12-01"
"3316",9,"Tryggvagata",101,"Fjölbýli",22900000,1,36.5,"2016-12-28",627397,"2016-12-01"
"3317",10,"Tjarnarlundur",600,"Fjölbýli",14600000,2,52.5,"2016-12-28",278095,"2016-12-01"
"3318",11,"Ljómatún",600,"Fjölbýli",30900000,3,103,"2016-12-28",300000,"2016-12-01"
"3319",12,"Tjarnarlundur",600,"Fjölbýli",18600000,3,84,"2016-12-28",221429,"2016-12-01"
"3321",15,"Sólbrekka",640,"Einbýli",34000000,5,209.3,"2016-12-28",162446,"2016-12-01"
"3322",17,"Bjarkarheiði",810,"Par/Raðhús",31700000,4,141.7,"2016-12-28",223712,"2016-12-01"
"3326",23,"Fellsmúli",108,"Fjölbýli",38500000,5,106.9,"2016-12-28",360150,"2016-12-01"
"3327",25,"Lyngás",210,"Fjölbýli",46200000,4,106.5,"2016-12-28",433803,"2016-12-01"
"3328",1,"Tröllakór",203,"Fjölbýli",47900000,4,159.8,"2016-12-29",299750,"2016-12-01"
"3329",4,"Deildarás",110,"Einbýli",84700000,8,268.6,"2016-12-29",315339,"2016-12-01"
"3331",8,"Gígjuvellir ",230,"Par/Raðhús",47800000,4,168.6,"2016-12-29",283511,"2016-12-01"
"3332",10,"Mávabraut",230,"Par/Raðhús",22000000,3,89.2,"2016-12-29",246637,"2016-12-01"
"3333",11,"Þelamörk",810,"Par/Raðhús",37000000,4,120,"2016-12-29",308333,"2016-12-01"
"3334",12,"Hverfisgata",101,"Fjölbýli",46900000,4,116.5,"2016-12-29",402575,"2016-12-01"
"3339",1,"Kléberg",815,"Fjölbýli",13500000,3,92,"2016-12-30",146739,"2016-12-01"
"3341",3,"Kríuás (opið Hús)",221,"Fjölbýli",44900000,4,129.8,"2016-12-30",345917,"2016-12-01"
"3342",4,"Tjarnarmói",800,"Par/Raðhús",29800000,5,221.1,"2016-12-30",134781,"2016-12-01"
"3343",7,"Laufásvegur",101,"Fjölbýli",29500000,1,44.3,"2016-12-30",665914,"2016-12-01"
"3344",9,"Grænlandsleið",113,"Par/Raðhús",59900000,3,234.2,"2016-12-30",255764,"2016-12-01"
"3346",11,"Hraundalur",260,"Einbýli",56900000,6,204,"2016-12-30",278922,"2016-12-01"
"3347",12,"Grænlandsleið",113,"Hæðir",59900000,3,234.2,"2016-12-30",255764,"2016-12-01"
"3348",13,"Grænlandsleið",113,"Par/Raðhús",59900000,4,234.2,"2016-12-30",255764,"2016-12-01"
"3349",14,"Ólafsvegur ",625,"Par/Raðhús",12000000,3,99.8,"2016-12-30",120240,"2016-12-01"
"3354",20,"Ljómatún ",600,"Fjölbýli",30900000,4,96.1,"2016-12-30",321540,"2016-12-01"
"3355",21,"Víðimelur",107,"Fjölbýli",40600000,3,84.7,"2016-12-30",479339,"2016-12-01"
"3357",23,"Kvisthagi",107,"Hæðir",72400000,5,159.9,"2016-12-30",452783,"2016-12-01"
"3358",1,"Mánatún ",105,"Fjölbýli",44900000,2,77.2,"2016-12-31",581606,"2016-12-01"
"3359",2,"Mánatún ",105,"Fjölbýli",57900000,3,109.9,"2016-12-31",526843,"2016-12-01"
"3360",3,"Mánatún ",105,"Fjölbýli",59900000,2,114.5,"2016-12-31",523144,"2016-12-01"
"3361",4,"Mánatún ",105,"Fjölbýli",63900000,3,115.6,"2016-12-31",552768,"2016-12-01"
"3362",5,"Mánatún ",105,"Fjölbýli",89900000,3,139.6,"2016-12-31",643983,"2016-12-01"
"3363",6,"Mánatún ",105,"Fjölbýli",48900000,2,104.9,"2016-12-31",466158,"2016-12-01"
"3364",7,"Árakur",210,"Fjölbýli",55900000,4,139.7,"2016-12-31",400143,"2016-12-01"
"3365",8,"Bjarkarheiði",810,"Par/Raðhús",31700000,4,141.7,"2016-12-31",223712,"2016-12-01"
"3366",9,"Mánatún ",105,"Fjölbýli",58900000,3,115.7,"2016-12-31",509075,"2016-12-01"
"3367",10,"Mánatún ",105,"Fjölbýli",42900000,2,78.2,"2016-12-31",548593,"2016-12-01"
"3368",11,"Mánatún ",105,"Fjölbýli",44900000,2,86.3,"2016-12-31",520278,"2016-12-01"
"3369",12,"Mánatún ",105,"Fjölbýli",56400000,3,116.8,"2016-12-31",482877,"2016-12-01"
"3370",13,"Mánatún ",105,"Fjölbýli",49900000,2,110,"2016-12-31",453636,"2016-12-01"
"3371",14,"Birkigrund",200,"Einbýli",89900000,8,271.3,"2016-12-31",331367,"2016-12-01"
"3372",15,"Garðabraut",300,"Fjölbýli",24500000,3,102,"2016-12-31",240196,"2016-12-01"
"3373",16,"Þórustígur",260,"Fjölbýli",15900000,3,63.1,"2016-12-31",251981,"2016-12-01"
"3374",17,"Lyngás",210,"Fjölbýli",75900000,4,170.6,"2016-12-31",444900,"2016-12-01"
"3375",18,"Lyngás",210,"Fjölbýli",49800000,5,116.7,"2016-12-31",426735,"2016-12-01"
"3376",19,"Lyngás",210,"Fjölbýli",49800000,5,112.7,"2016-12-31",441881,"2016-12-01"
"3377",21,"Berjarimi",112,"Fjölbýli",29900000,2,63,"2016-12-31",474603,"2016-12-01"
"3378",22,"Vesturbraut - Opið Hús",220,"Fjölbýli",24500000,2,37.3,"2016-12-31",656836,"2016-12-01"
"3379",23,"Þorfinnsgata - Opið Hús",101,"Fjölbýli",33700000,4,77.4,"2016-12-31",435401,"2016-12-01"
"3380",24,"Básbryggja - Opið Hús",110,"Fjölbýli",41900000,3,102.3,"2016-12-31",409580,"2016-12-01"
"3381",25,"Bergþórugata - Opið Hús",101,"Fjölbýli",23900000,1,40.5,"2016-12-31",590123,"2016-12-01"
"3382",1,"Mánatún",105,"Fjölbýli",55400000,3,110.9,"2017-01-01",499549,"2017-01-01"
"3383",2,"Mánatún",105,"Fjölbýli",58900000,3,115.7,"2017-01-01",509075,"2017-01-01"
"3384",3,"Mánatún",105,"Fjölbýli",44900000,2,77.2,"2017-01-01",581606,"2017-01-01"
"3385",4,"Mánatún",105,"Fjölbýli",54900000,3,115.4,"2017-01-01",475737,"2017-01-01"
"3386",5,"Ánanaust",101,"Fjölbýli",39900000,3,84.9,"2017-01-01",469965,"2017-01-01"
"3387",7,"Mánatún",105,"Fjölbýli",52500000,3,120.5,"2017-01-01",435685,"2017-01-01"
"3388",1,"Helluvað ",110,"Fjölbýli",44700000,4,119.9,"2017-01-02",372811,"2017-01-01"
"3389",3,"Háholt",220,"Fjölbýli",37900000,4,105.3,"2017-01-02",359924,"2017-01-01"
"3390",5,"Snægil",603,"Fjölbýli",17800000,2,49.5,"2017-01-02",359596,"2017-01-01"
"3391",6,"Skessugil",603,"Fjölbýli",27900000,3,91.2,"2017-01-02",305921,"2017-01-01"
"3392",7,"Þrumutún",600,"Einbýli",69000000,5,215.9,"2017-01-02",319592,"2017-01-01"
"3394",11,"Brekatún",600,"Fjölbýli",37900000,4,120.6,"2017-01-02",314262,"2017-01-01"
"3396",15,"Laugavegur",101,"Fjölbýli",34900000,3,74.7,"2017-01-02",467202,"2017-01-01"
"3397",16,"Kirkjuvellir",221,"Fjölbýli",40900000,4,124.3,"2017-01-02",329043,"2017-01-01"
"3399",18,"Laxakvísl",110,"Par/Raðhús",76900000,8,284.7,"2017-01-02",270109,"2017-01-01"
"3401",22,"Grænás ",260,"Fjölbýli",21300000,4,108,"2017-01-02",197222,"2017-01-01"
"3402",23,"Vatnsnesvegur",230,"Hæðir",16650000,2,57.9,"2017-01-02",287565,"2017-01-01"
"3403",1,"Holtsvegur (opið hús)",210,"Fjölbýli",47900000,3,111,"2017-01-03",431532,"2017-01-01"
"3404",2,"Holtsvegur (opið hús)",210,"Fjölbýli",47900000,4,112.5,"2017-01-03",425778,"2017-01-01"
"3405",3,"Vallakór",203,"Fjölbýli",49900000,3,142.6,"2017-01-03",349930,"2017-01-01"
"3406",5,"Krummahólar",111,"Fjölbýli",41800000,5,156.6,"2017-01-03",266922,"2017-01-01"
"3407",6,"Holtsgata",101,"Fjölbýli",42500000,4,102.1,"2017-01-03",416259,"2017-01-01"
"3408",7,"Holtsvegur (opið hús)",210,"Fjölbýli",69900000,3,100,"2017-01-03",699000,"2017-01-01"
"3409",8,"Fellsmúli",108,"Fjölbýli",38500000,4,106.9,"2017-01-03",360150,"2017-01-01"
"3410",9,"Holtsvegur (opið hús)",210,"Fjölbýli",69900000,3,106.1,"2017-01-03",658812,"2017-01-01"
"3412",11,"Heiðarholt",230,"Fjölbýli",16900000,2,60.5,"2017-01-03",279339,"2017-01-01"
"3413",12,"Baughús",112,"Par/Raðhús",64900000,5,189.7,"2017-01-03",342119,"2017-01-01"
"3415",14,"Snorrabraut",105,"Fjölbýli",29900000,2,66.7,"2017-01-03",448276,"2017-01-01"
"3416",16,"Hamraborg",200,"Fjölbýli",26900000,2,51.5,"2017-01-03",522330,"2017-01-01"
"3417",17,"Frostafold",112,"Fjölbýli",35900000,3,109.3,"2017-01-03",328454,"2017-01-01"
"3419",19,"Sogavegur",108,"Fjölbýli",26900000,2,69.9,"2017-01-03",384835,"2017-01-01"
"3420",21,"Langholtsvegur",104,"Fjölbýli",35200000,3,73.4,"2017-01-03",479564,"2017-01-01"
"3421",22,"Byggðarhorn land",801,"Einbýli",34900000,5,218.6,"2017-01-03",159652,"2017-01-01"
"3422",23,"Klapparholt",220,"Fjölbýli",43900000,4,153,"2017-01-03",286928,"2017-01-01"
"3424",25,"Blikaás",221,"Fjölbýli",41900000,4,119,"2017-01-03",352101,"2017-01-01"
"3425",1,"Fannagil",603,"Einbýli",64900000,5,226.6,"2017-01-04",286408,"2017-01-01"
"3426",2,"Hringbraut",101,"Fjölbýli",37900000,3,74.2,"2017-01-04",510782,"2017-01-01"
"3428",4,"Klapparstígur",260,"Einbýli",33500000,4,158.4,"2017-01-04",211490,"2017-01-01"
"3429",5,"Flétturimi",112,"Fjölbýli",35900000,3,99.8,"2017-01-04",359719,"2017-01-01"
"3430",6,"Traðarberg",221,"Fjölbýli",35900000,3,104.8,"2017-01-04",342557,"2017-01-01"
"3432",8,"Brúsabyggð",551,"Par/Raðhús",14000000,7,135.3,"2017-01-04",103474,"2017-01-01"
"3433",9,"Brúsabyggð",551,"Par/Raðhús",14000000,7,135.4,"2017-01-04",103397,"2017-01-01"
"3435",12,"Njálsgata",101,"Fjölbýli",41500000,3,89.4,"2017-01-04",464206,"2017-01-01"
"3436",13,"Karlsrauðatorg ",620,"Fjölbýli",15900000,4,115,"2017-01-04",138261,"2017-01-01"
"3437",14,"Boðaþing",203,"Fjölbýli",39900000,2,91.1,"2017-01-04",437980,"2017-01-01"
"3438",16,"Boðaþing",203,"Fjölbýli",45900000,3,113.6,"2017-01-04",404049,"2017-01-01"
"3439",17,"Boðaþing",203,"Fjölbýli",51900000,3,116.2,"2017-01-04",446644,"2017-01-01"
"3440",18,"Boðaþing",203,"Fjölbýli",53900000,3,121.7,"2017-01-04",442892,"2017-01-01"
"3441",19,"Njálsgata",101,"Fjölbýli",41500000,5,89.4,"2017-01-04",464206,"2017-01-01"
"3442",20,"Njálsgata",101,"Hæðir",41500000,5,89.4,"2017-01-04",464206,"2017-01-01"
"3443",21,"Núpalind",201,"Fjölbýli",44400000,4,116.5,"2017-01-04",381116,"2017-01-01"
"3444",22,"Njálsgata",101,"Hæðir",41900000,3,89.4,"2017-01-04",468680,"2017-01-01"
"3445",23,"Esjugrund",116,"Par/Raðhús",39500000,3,146.8,"2017-01-04",269074,"2017-01-01"
"3446",24,"Stórikriki",270,"Fjölbýli",44700000,4,117.7,"2017-01-04",379779,"2017-01-01"
"3448",2,"Smárahlíð",603,"Fjölbýli",14900000,2,44.2,"2017-01-05",337104,"2017-01-01"
"3449",3,"Arnarsíða",603,"Par/Raðhús",32900000,5,115.3,"2017-01-05",285343,"2017-01-01"
"3451",5,"Urðarbrunnur",113,"Einbýli",96000000,6,321.8,"2017-01-05",298322,"2017-01-01"
"3452",6,"Andarhvarf",203,"Einbýli",97000000,8,375.7,"2017-01-05",258185,"2017-01-01"
"3455",9,"Grænakinn",220,"Fjölbýli",29900000,3,77.2,"2017-01-05",387306,"2017-01-01"
"3458",12,"Eiðismýri",170,"Par/Raðhús",79900000,3,201.6,"2017-01-05",396329,"2017-01-01"
"3459",14,"Digranesvegur",200,"Fjölbýli",41300000,4,123.9,"2017-01-05",333333,"2017-01-01"
"3460",16,"Gullsmári",201,"Fjölbýli",42900000,5,105.4,"2017-01-05",407021,"2017-01-01"
"3462",21,"Vallarbraut",170,"Hæðir",47000000,4,122,"2017-01-05",385246,"2017-01-01"
"3463",22,"Nönnugata",101,"Fjölbýli",33900000,3,66.3,"2017-01-05",511312,"2017-01-01"
"3464",23,"Boðaþing",203,"Fjölbýli",64900000,3,157.3,"2017-01-05",412587,"2017-01-01"
"3465",24,"Hellisbraut ",360,"Einbýli",15200000,3,91.1,"2017-01-05",166850,"2017-01-01"
"3466",25,"Rjúpufell",111,"Fjölbýli",34900000,4,110.4,"2017-01-05",316123,"2017-01-01"
"3467",1,"Tjarnarlundur",600,"Fjölbýli",26900000,4,112.1,"2017-01-06",239964,"2017-01-01"
"3470",5,"Miðstræti",101,"Hæðir",49900000,3,121,"2017-01-06",412397,"2017-01-01"
"3471",6,"Holtsvegur",210,"Fjölbýli",47900000,3,112.5,"2017-01-06",425778,"2017-01-01"
"3472",7,"Kjarrhólmi",200,"Fjölbýli",34500000,4,89.5,"2017-01-06",385475,"2017-01-01"
"3473",9,"Engjadalur",260,"Fjölbýli",27000000,3,89.7,"2017-01-06",301003,"2017-01-01"
"3474",10,"Mýrargata",190,"Einbýli",39900000,6,180.8,"2017-01-06",220686,"2017-01-01"
"3476",12,"Mánatún (opið hús)",105,"Fjölbýli",52500000,3,120.5,"2017-01-06",435685,"2017-01-01"
"3477",13,"Mánatún (opið hús)",105,"Fjölbýli",56500000,3,133.5,"2017-01-06",423221,"2017-01-01"
"3478",14,"Mánatún",105,"Fjölbýli",82900000,3,182.9,"2017-01-06",453253,"2017-01-01"
"3480",16,"Hrólfsskálavör",170,"Einbýli",105000000,7,316.3,"2017-01-06",331963,"2017-01-01"
"3481",17,"Hólmgarður ",108,"Fjölbýli",41900000,4,96.5,"2017-01-06",434197,"2017-01-01"
"3482",18,"Vallarbraut",300,"Fjölbýli",28900000,4,93.2,"2017-01-06",310086,"2017-01-01"
"3483",19,"Grænatún",200,"Hæðir",45900000,4,149.7,"2017-01-06",306613,"2017-01-01"
"3485",21,"Grenilundur",600,"Par/Raðhús",58900000,9,356.5,"2017-01-06",165217,"2017-01-01"
"3486",22,"Brekatún",600,"Fjölbýli",42690000,3,108.6,"2017-01-06",393094,"2017-01-01"
"3487",23,"Garðatorg",210,"Fjölbýli",85000000,3,143.1,"2017-01-06",593990,"2017-01-01"
"3488",24,"Holtsvegur",210,"Fjölbýli",69900000,4,100,"2017-01-06",699000,"2017-01-01"
"3489",25,"Garðatorg",210,"Fjölbýli",67900000,3,143.3,"2017-01-06",473831,"2017-01-01"
"3490",1,"Barðavogur - Opið Hús",104,"Fjölbýli",44700000,4,87.8,"2017-01-07",509112,"2017-01-01"
"3492",3,"Seljaland",108,"Fjölbýli",15000000,1,24.4,"2017-01-07",614754,"2017-01-01"
"3493",4,"Vesturberg ",111,"Fjölbýli",31900000,4,104.1,"2017-01-07",306436,"2017-01-01"
"3494",5,"Tjarnarmýri",170,"Par/Raðhús",110000000,8,320,"2017-01-07",343750,"2017-01-01"
"3495",6,"Sunnuhlíð",603,"Fjölbýli",19900000,4,82.2,"2017-01-07",242092,"2017-01-01"
"3496",7,"Suðurhvammur ",220,"Fjölbýli",56900000,7,215.3,"2017-01-07",264282,"2017-01-01"
"3499",10,"Þórsgata",101,"Fjölbýli",42900000,2,92.9,"2017-01-07",461787,"2017-01-01"
"3500",11,"Þórsgata",101,"Fjölbýli",37900000,2,74.8,"2017-01-07",506684,"2017-01-01"
"3501",13,"Garðatorg",210,"Fjölbýli",57500000,3,119.2,"2017-01-07",482383,"2017-01-01"
"3502",14,"Fellsmúli",108,"Fjölbýli",43900000,5,127.3,"2017-01-07",344855,"2017-01-01"
"3503",15,"Ægisgata - Fjárfesting",101,"Fjölbýli",62900000,4,143.2,"2017-01-07",439246,"2017-01-01"
"3504",16,"Hörpugata",101,"Einbýli",72500000,5,163,"2017-01-07",444785,"2017-01-01"
"3505",17,"Hofakur",210,"Fjölbýli",54200000,4,135.6,"2017-01-07",399705,"2017-01-01"
"3506",18,"Háseyla ",260,"Einbýli",44900000,7,181.1,"2017-01-07",247929,"2017-01-01"
"3508",20,"Leirubakki",109,"Fjölbýli",29500000,3,82,"2017-01-07",359756,"2017-01-01"
"3509",21,"Austurkór",203,"Par/Raðhús",57700000,4,175.4,"2017-01-07",328962,"2017-01-01"
"3510",22,"Sævargarðar (opið hús)",170,"Einbýli",83500000,6,192,"2017-01-07",434896,"2017-01-01"
"3511",23,"Austurkór",203,"Par/Raðhús",58500000,4,175.4,"2017-01-07",333523,"2017-01-01"
"3513",25,"Lyngás",210,"Fjölbýli",58900000,5,131.8,"2017-01-07",446889,"2017-01-01"
"3514",3,"Laxatunga",270,"Par/Raðhús",37000000,4,126.5,"2017-01-08",292490,"2017-01-01"
"3515",4,"Bogahlíð (opið Hús)",105,"Fjölbýli",53900000,3,115.4,"2017-01-08",467071,"2017-01-01"
"3517",6,"Ingólfsstræti",101,"Fjölbýli",27900000,2,54,"2017-01-08",516667,"2017-01-01"
"3518",7,"Tryggvagata",800,"Fjölbýli",16900000,2,61,"2017-01-08",277049,"2017-01-01"
"3519",8,"Stigahlíð",105,"Fjölbýli",35500000,3,80.7,"2017-01-08",439901,"2017-01-01"
"3522",3,"Snægil ",603,"Fjölbýli",18500000,2,49.5,"2017-01-09",373737,"2017-01-01"
"3523",4,"Baughús ",112,"Einbýli",89900000,6,301.9,"2017-01-09",297781,"2017-01-01"
"3525",6,"Fellsmúli",108,"Fjölbýli",37900000,5,111.7,"2017-01-09",339302,"2017-01-01"
"3527",8,"Laugateigur",105,"Fjölbýli",36700000,3,79.2,"2017-01-09",463384,"2017-01-01"
"3528",9,"Dimmuhvarf",203,"Einbýli",93500000,7,339.6,"2017-01-09",275324,"2017-01-01"
"3529",10,"Laut",240,"Fjölbýli",20000000,3,84.7,"2017-01-09",236128,"2017-01-01"
"3530",11,"Brekatún",600,"Fjölbýli",42690000,3,115.3,"2017-01-09",370252,"2017-01-01"
"3531",12,"Brekatún",600,"Fjölbýli",43690000,3,108.6,"2017-01-09",402302,"2017-01-01"
"3532",13,"Mánatún ",105,"Fjölbýli",59900000,2,114.5,"2017-01-09",523144,"2017-01-01"
"3533",14,"Mánatún ",105,"Fjölbýli",42900000,2,78.2,"2017-01-09",548593,"2017-01-01"
"3534",15,"Mánatún ",105,"Fjölbýli",56400000,3,116.8,"2017-01-09",482877,"2017-01-01"
"3535",16,"Mánatún ",105,"Fjölbýli",44900000,2,86.3,"2017-01-09",520278,"2017-01-01"
"3536",17,"Mánatún ",105,"Fjölbýli",49900000,2,110,"2017-01-09",453636,"2017-01-01"
"3537",18,"Dalsbyggð",210,"Fjölbýli",39900000,4,107.9,"2017-01-09",369787,"2017-01-01"
"3538",19,"Básahraun",815,"Einbýli",42900000,4,171.3,"2017-01-09",250438,"2017-01-01"
"3539",20,"Háeyrarvellir",820,"Par/Raðhús",24900000,4,126.9,"2017-01-09",196217,"2017-01-01"
"3540",21,"Aðalstræti",600,"Fjölbýli",15700000,3,56.5,"2017-01-09",277876,"2017-01-01"
"3541",22,"Kópavogsgerði",200,"Fjölbýli",54500000,3,130.9,"2017-01-09",416348,"2017-01-01"
"3542",24,"Hafnarstræti",425,"Einbýli",13000000,5,211.7,"2017-01-09",61408,"2017-01-01"
"3543",25,"Lyngmói",800,"Par/Raðhús",29800000,5,221.1,"2017-01-09",134781,"2017-01-01"
"3544",2,"Laugavegur",101,"Fjölbýli",67400000,3,136.8,"2017-01-10",492690,"2017-01-01"
"3545",3,"Skarðshlíð",603,"Fjölbýli",24700000,5,116.2,"2017-01-10",212565,"2017-01-01"
"3546",4,"Búðarflöt ",225,"Einbýli",93900000,5,179.6,"2017-01-10",522829,"2017-01-01"
"3547",6,"Brekkuhvarf ",203,"Einbýli",79500000,5,269.2,"2017-01-10",295319,"2017-01-01"
"3550",9,"Hlíðarás",221,"Einbýli",87900000,8,308.1,"2017-01-10",285297,"2017-01-01"
"3553",12,"Þingasel",109,"Einbýli",89900000,5,324.3,"2017-01-10",277212,"2017-01-01"
"3554",14,"Herjólfsgata",220,"Fjölbýli",47900000,3,92.5,"2017-01-10",517838,"2017-01-01"
"3555",15,"Álfhólsvegur",200,"Fjölbýli",46900000,3,100.2,"2017-01-10",468064,"2017-01-01"
"3556",18,"Skólavörðustígur",101,"Fjölbýli",63900000,1,113.2,"2017-01-10",564488,"2017-01-01"
"3557",19,"Melhólar",800,"Par/Raðhús",26990000,4,145.8,"2017-01-10",185117,"2017-01-01"
"3558",20,"Garðatorg",210,"Fjölbýli",76900000,4,160.3,"2017-01-10",479726,"2017-01-01"
"3559",22,"Kothúsavegur",250,"Einbýli",38900000,6,256.9,"2017-01-10",151421,"2017-01-01"
"3561",25,"Álalækur",800,"Fjölbýli",26800000,3,102.8,"2017-01-10",260700,"2017-01-01"
"3562",1,"Þingasel",109,"Einbýli",89900000,5,324.3,"2017-01-11",277212,"2017-01-01"
"3563",2,"Grænlandsleið",113,"Par/Raðhús",59900000,4,234.2,"2017-01-11",255764,"2017-01-01"
"3566",5,"Núpalind",201,"Fjölbýli",41500000,3,93.8,"2017-01-11",442431,"2017-01-01"
"3567",6,"Kaldakinn",220,"Fjölbýli",36900000,4,100.3,"2017-01-11",367896,"2017-01-01"
"3568",7,"Hafnargata ",230,"Fjölbýli",20500000,3,76.7,"2017-01-11",267275,"2017-01-01"
"3569",9,"Grænlandsleið ",110,"Hæðir",59900000,3,234.2,"2017-01-11",255764,"2017-01-01"
"3570",10,"Kaldakinn",220,"Hæðir",36900000,4,100.3,"2017-01-11",367896,"2017-01-01"
"3572",12,"Langamýri",210,"Fjölbýli",45900000,4,145.2,"2017-01-11",316116,"2017-01-01"
"3573",13,"Grænlandsleið",113,"Par/Raðhús",59900000,3,234.2,"2017-01-11",255764,"2017-01-01"
"3574",14,"Suðurgata",245,"Einbýli",28000000,3,136.7,"2017-01-11",204828,"2017-01-01"
"3576",17,"Lækjarberg",221,"Einbýli",69900000,6,223.2,"2017-01-11",313172,"2017-01-01"
"3578",23,"Nökkvavogur",104,"Fjölbýli",29900000,3,69.2,"2017-01-11",432081,"2017-01-01"
"3579",25,"Grænlandsleið",113,"Hæðir",59900000,3,234.2,"2017-01-11",255764,"2017-01-01"
"3580",1,"Langahlíð",105,"Fjölbýli",36900000,3,79.2,"2017-01-12",465909,"2017-01-01"
"3582",3,"Kinnargata",210,"Par/Raðhús",54900000,5,197,"2017-01-12",278680,"2017-01-01"
"3583",6,"Laufásvegur",105,"Einbýli",38500000,3,78,"2017-01-12",493590,"2017-01-01"
"3584",7,"Lundur",200,"Fjölbýli",85900000,4,159.2,"2017-01-12",539573,"2017-01-01"
"3585",8,"Skeiðarvogur",104,"Par/Raðhús",76900000,5,235.2,"2017-01-12",326956,"2017-01-01"
"3587",10,"Faxabraut",230,"Einbýli",48900000,5,184.6,"2017-01-12",264897,"2017-01-01"
"3588",11,"Tunguvegur",260,"Fjölbýli",14900000,2,93.3,"2017-01-12",159700,"2017-01-01"
"3589",12,"Hnoðravellir",221,"Par/Raðhús",57900000,5,202,"2017-01-12",286634,"2017-01-01"
"3590",13,"Fannahvarf",203,"Fjölbýli",43500000,4,112.2,"2017-01-12",387701,"2017-01-01"
"3591",14,"Norðurtún",700,"Par/Raðhús",23900000,3,96.5,"2017-01-12",247668,"2017-01-01"
"3592",15,"Laufásvegur",101,"Fjölbýli",27500000,2,44.3,"2017-01-12",620767,"2017-01-01"
"3594",17,"Klyfjasel",109,"Einbýli",67800000,10,244.2,"2017-01-12",277641,"2017-01-01"
"3596",19,"Fagrihvammur",220,"Einbýli",79900000,8,227.2,"2017-01-12",351673,"2017-01-01"
"3597",20,"Árakur",210,"Par/Raðhús",84900000,5,231.9,"2017-01-12",366106,"2017-01-01"
"3598",21,"Sléttuvegur",103,"Fjölbýli",48800000,2,89,"2017-01-12",548315,"2017-01-01"
"3599",23,"Úthlíð",105,"Fjölbýli",79900000,5,179,"2017-01-12",446369,"2017-01-01"
"3600",24,"Hringbraut",220,"Einbýli",30500000,5,95.3,"2017-01-12",320042,"2017-01-01"
"3601",25,"Skarðsbraut",300,"Fjölbýli",29500000,4,145.7,"2017-01-12",202471,"2017-01-01"
"3602",2,"Dvergabakki",109,"Fjölbýli",34600000,5,107.2,"2017-01-13",322761,"2017-01-01"
"3603",3,"Ásland",270,"Einbýli",64900000,9,327.8,"2017-01-13",197987,"2017-01-01"
"3604",4,"Skeljatangi Opið Hús",270,"Einbýli",64900000,4,170,"2017-01-13",381765,"2017-01-01"
"3605",5,"Dvergabakki Opið Hús",109,"Fjölbýli",25900000,2,63.9,"2017-01-13",405321,"2017-01-01"
"3606",6,"Friggjarbrunnur",113,"Fjölbýli",51800000,4,136.3,"2017-01-13",380044,"2017-01-01"
"3607",7,"Friggjarbrunnur",113,"Fjölbýli",57800000,5,154.6,"2017-01-13",373868,"2017-01-01"
"3608",8,"Faxastígur",900,"Fjölbýli",17800000,4,95.6,"2017-01-13",186192,"2017-01-01"
"3609",10,"Norðurbakki",220,"Fjölbýli",43900000,3,104.8,"2017-01-13",418893,"2017-01-01"
"3610",11,"Miklabraut",105,"Fjölbýli",29900000,2,63.9,"2017-01-13",467919,"2017-01-01"
"3611",12,"Vatnsstígur ",101,"Fjölbýli",66000000,3,94.3,"2017-01-13",699894,"2017-01-01"
"3614",18,"Vallakór",203,"Fjölbýli",44500000,3,123.8,"2017-01-13",359451,"2017-01-01"
"3616",20,"Lundur",200,"Fjölbýli",52900000,3,121.6,"2017-01-13",435033,"2017-01-01"
"3617",21,"Norðurgarður",230,"Par/Raðhús",38000000,5,127.8,"2017-01-13",297340,"2017-01-01"
"3618",22,"Hjallavegur Lækkað Verð",730,"Einbýli",24900000,5,113.5,"2017-01-13",219383,"2017-01-01"
"3619",24,"Hrísmóar",210,"Fjölbýli",48900000,5,112.4,"2017-01-13",435053,"2017-01-01"
"3620",25,"Fálkahreiður",276,"Einbýli",33900000,4,104.8,"2017-01-13",323473,"2017-01-01"
"3621",1,"Garðatorg",210,"Fjölbýli",65500000,3,106.8,"2017-01-14",613296,"2017-01-01"
"3622",2,"Freyjubrunnur",113,"Fjölbýli",39900000,3,89.1,"2017-01-14",447811,"2017-01-01"
"3625",5,"Krókatún",300,"Fjölbýli",28900000,4,162.7,"2017-01-14",177628,"2017-01-01"
"3626",7,"Sogavegur",108,"Par/Raðhús",42900000,4,104.8,"2017-01-14",409351,"2017-01-01"
"3627",8,"Deildarás",110,"Einbýli",84700000,8,268.6,"2017-01-14",315339,"2017-01-01"
"3628",9,"Garðatorg",210,"Fjölbýli",76900000,4,160.4,"2017-01-14",479426,"2017-01-01"
"3629",10,"Engjaþing",203,"Fjölbýli",49900000,3,140.2,"2017-01-14",355920,"2017-01-01"
