"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"fermverd"
"5766";"Bókhlöðustígur";340;"Einbýli";35000000;5;204,8;170898
"5769";"Brúnavöllur ";850;"Einbýli";23000000;4;3978;5782
"5771";"Mörk Í Gunnarsholti";851;"Einbýli";28000000;5;182,7;153257
"5772";"Hrunastígur";470;"Einbýli";15000000;5;166,4;90144
"5774";"Efri-skálateigur";740;"Einbýli";18500000;4;109,6;168796
"5775";"Lækjarbakki";800;"Jörð/Lóð";4500000;0;996,6;4515
"5777";"Hrannargata";400;"Einbýli";21000000;8;295,8;70994
"5778";"Þórólfsgata";310;"Einbýli";39500000;6;285,3;138451
"5779";"Hraungata";210;"Jörð/Lóð";40000000;0;855;46784
"5780";"Hesthús Vorsabæjarvellir";810;"Atvinnuhús";3600000;0;44,4;81081
"5783";"Úlfarsbraut";113;"Jörð/Lóð";17000000;8;397,8;42735
"5785";"Grundarbraut";355;"Par/Raðhús";6500000;3;77,4;83979
"5787";"Oddsholt";801;"Sumarhús";18900000;5;79,9;236546
"5789";"Fiskeldi Vatnsfirði Barðaströnd";451;"Atvinnuhús";41000000;0;413,7;99106
"5790";"Tinhella";220;"Jörð/Lóð";40000000;0;8079,1;4951
"5791";"Mýrarholt";355;"Fjölbýli";18000000;4;158,8;113350
"5792";"Hagaflöt";300;"Fjölbýli";17750000;2;62;286290
"5800";"Fjarðargata";220;"Atvinnuhús";2500;0;148,1;17
"5803";"Víkingastræti";220;"Fjölbýli";90000000;0;743,4;121065
"5804";"Ólafstún";425;"Einbýli";10000000;6;189,6;52743
"5808";"Hellisbraut";360;"Geymsla";4500000;0;89,4;50336
"5815";"Bleiksárhlíð";735;"Fjölbýli";9900000;4;74,4;133065
"5816";"Hesthús Faxaból C- Tröð";110;"Hesthús";21900000;0;117;187179
"5819";"Ásabraut";230;"Fjölbýli";11200000;2;58,9;190153
"5820";"Sólmundarhöfði";300;"Fjölbýli";26400000;2;86,8;304147
"5822";"Kirkjubæjarbraut";900;"Einbýli";36900000;6;260,2;141814
"5823";"Skyggnisalda";850;"Par/Raðhús";9900000;3;88,9;111361
"5824";"Draupnisgata";603;"Atvinnuhús";48000000;0;381;125984
"5825";"Þúfa";270;"Jörð/Lóð";125000000;0;1,54;81168831
"5826";"Garðatorg";210;"Fjölbýli";60800000;4;134,3;452718
"5827";"Litli-árás";311;"Sumarhús";17900000;4;83,1;215403
"5828";"Selás ";310;"Hesthús";12500000;0;87,1;143513
"5831";"Álfabyggð";420;"Einbýli";18500000;6;212,8;86936
"5832";"Ölkelduvegur";350;"Fjölbýli";9400000;2;70;134286
"5835";"Aðalgata";540;"Einbýli";16000000;13;301,9;52998
"5837";"Ullarskarðssund";311;"Jörð/Lóð";1000000;0;2,91;343643
"5838";"Ásavegur";900;"Fjölbýli";18500000;0;176,9;104579
"5839";"Grófin";230;"Atvinnuhús";16000000;2;97,2;164609
"5840";"Spánn - Villa Ara, La Zenia Beach";1000;"Einbýli";80000000;0;237;337553
"5842";"Skálalækjarás";311;"Jörð/Lóð";5000000;0;8532;586
"5843";"Klettagljúfur";816;"Fjölbýli";36000000;3;590,5;60965
"5844";"Holtabraut";801;"Par/Raðhús";22900000;5;226,8;100970
"5845";"Brúnalda";850;"Einbýli";17500000;5;157,5;111111
"5850";"Lækjartún";510;"Einbýli";19700000;4;124;158871
"5851";"Ólafsbraut";355;"Fjölbýli";9900000;3;72,8;135989
"5852";"Stekkjarholt";355;"Fjölbýli";15900000;4;114,3;139108
"5856";"Ásar";270;"Jörð/Lóð";6900000;0;1301,2;5303
"5859";"Fjarðarbraut";755;"Atvinnuhús";12000000;0;986,3;12167
"5861";"Háholt";300;"Hæðir";12900000;2;72,5;177931
"5862";"Blesabakki";270;"Hesthús";10900000;0;70,3;155050
"5867";"Sumarhús til flutnings";801;"Sumarhús";3900000;0;25;156000
"5869";"Arnargerði";540;"Hesthús";22500000;0;366,5;61392
"5870";"Miðvangur";685;"Einbýli";5400000;3;84,8;63679
"5871";"Hesthús Hlíðarþúfa ";220;"Hesthús";7900000;0;68,1;116006
"5872";"Faxaból";110;"Hesthús";6400000;0;39;164103
"5873";"Boðaþing";203;"Fjölbýli";39900000;3;117;341026
"5874";"Boðaþing";203;"Fjölbýli";45500000;3;117,2;388225
"5875";"Boðaþing ";203;"Fjölbýli";69900000;3;172;406395
"5876";"Boðaþing";203;"Fjölbýli";38900000;3;111,9;347632
"5882";"Hestheimar";851;"Hesthús";95000000;4;1584,4;59960
"5883";"Hestheimar";851;"Atvinnuhús";180000000;20;664,7;270799
"5884";"Vallhólmi";200;"Einbýli";53900000;6;267,7;201345
"5885";"Vindás";310;"Hesthús";4000000;0;52,5;76190
"5886";"Tjarnarás";301;"Sumarhús";27500000;4;82,7;332527
"5890";"Gilvegur";801;"Jörð/Lóð";2300000;0;7500;307
"5892";"Þórsstígur";801;"Sumarhús";34900000;3;76,7;455020
"5893";"Öldubyggð";801;"Sumarhús";24900000;4;81,2;306650
"5894";"Þórisstaðir Hvalfjarðarsveit";301;"Jörð/Lóð";150000000;6;1518,8;98762
"5895";"Kerhraun";801;"Jörð/Lóð";2900000;0;7240;401
"5896";"Öldubyggð";801;"Sumarhús";25900000;4;81,2;318966
"5899";"Akurgerði";801;"Sumarhús";10600000;0;47,3;224101
"5901";"Þrastahólar ";801;"Jörð/Lóð";1990000;0;5488;363
"5904";"Lækjarbrekka";801;"Jörð/Lóð";1650000;0;4314;382
"5905";"Heiðarbær lóð";801;"Sumarhús";12900000;0;56,6;227915
"5906";"Faxaból";110;"Hesthús";22000000;0;78;282051
"5907";"Heiðarbær ";801;"Sumarhús";12900000;0;56,6;227915
"5909";"Ásabraut";801;"Sumarhús";34800000;3;88,4;393665
"5911";"Einhella";220;"Jörð/Lóð";40000000;0;5279,5;7576
"5912";"Hyrjarhöfði";110;"Atvinnuhús";48000000;0;240;200000
"5913";"Hallkelshólar lóð";801;"Sumarhús";15500000;3;63,6;243711
"5914";"Lækjarbakki";801;"Sumarhús";34900000;3;95,2;366597
"5917";"Einhella";221;"Jörð/Lóð";40000000;0;5279,5;7576
"5918";"Sæból";350;"Par/Raðhús";18000000;3;82,7;217654
"5919";"Stekkjarholt";730;"Einbýli";28500000;4;164,9;172832
"5920";"Miðstræti";740;"Einbýli";8500000;4;100;85000
"5921";"Þiljuvellir";740;"Fjölbýli";12000000;7;165,1;72683
"5922";"Strandgata";735;"Einbýli";23000000;9;255,9;89879
"5923";"Búðavegur";750;"Fjölbýli";10500000;0;156,3;67179
"5924";"Grundargata";350;"Fjölbýli";20900000;3;206,3;101309
"5925";"Miðbraut";370;"Par/Raðhús";12900000;5;177,2;72799
"5930";"Álfheimar";311;"Sumarhús";10900000;3;63,8;170846
"5932";"Grund ";566;"Einbýli";12500000;4;145,4;85970
"5933";"Neðstiás";301;"Sumarhús";4900000;2;16,8;291667
"5934";"Löngudælaholt lóð";801;"Sumarhús";9000000;3;47,5;189474
"5936";"Heiðarimi";801;"Jörð/Lóð";2900000;0;10000;290
"5938";"Öndverðarnes";801;"Jörð/Lóð";3600000;0;5400;667
"5939";"Breiðablik";601;"Einbýli";47500000;0;181,4;261852
"5941";"Eyjavegur";801;"Sumarhús";7900000;2;26,2;301527
"5953";"Austurholt ";310;"Par/Raðhús";28500000;5;190,5;149606
"5954";"Túnbrekka ";355;"Einbýli";15900000;4;223,1;71268
"5957";"Skólavegur";900;"Einbýli";26900000;4;131,6;204407
"5958";"Indriðastaðahlíð";311;"Jörð/Lóð";2150000;0;3654;588
"5959";"Indriðastaðahlíð";311;"Jörð/Lóð";2750000;0;4950;556
"5960";"Laxatunga";270;"Jörð/Lóð";8900000;0;967,5;9199
"5961";"Laxatunga";270;"Jörð/Lóð";7900000;0;676;11686
"5962";"Vallarás";260;"Einbýli";36000000;5;190,5;188976
"5963";"Brúnavöllur";861;"Einbýli";23000000;4;168,4;136580
"5966";"Grenivellir";600;"Fjölbýli";23000000;6;116,2;197935
"5967";"Fagurhólstún";350;"Einbýli";33300000;4;296,7;112235
"5968";"Stekkjarholt";730;"Einbýli";21500000;5;192;111979
"5969";"Kvíaholt";310;"Einbýli";44900000;3;286;156993
"5970";"Kvíaholt";310;"Hæðir";17900000;3;101,9;175662
"5971";"Kvíaholt";310;"Hæðir";29900000;4;184,1;162412
"5972";"Brimslóð";540;"Atvinnuhús";25000000;6;216,5;115473
"5973";"Hesthús D-tröð ";110;"Hesthús";11900000;0;51,3;231969
"5974";"Sjávargata";260;"Fjölbýli";8500000;3;71,7;118550
"5975";"Traðarland";415;"Einbýli";17900000;5;185;96757
"5976";"Hellatún lóð";851;"Einbýli";12900000;0;154,4;83549
"5977";"Háengi";800;"Fjölbýli";12000000;2;75,9;158103
"5978";"Espigerði";108;"Fjölbýli";48000000;6;160;300000
"5979";"Laufás Ásahreppi ";851;"Jörð/Lóð";39500000;0;147,6;267615
"5981";"Strandgata";735;"Atvinnuhús";52000000;19;356,7;145781
"5995";"Hólaland";116;"Jörð/Lóð";22000000;0;698,8;31483
"6007";"Kaldakinn";220;"Jörð/Lóð";90000000;0;556,5;161725
"6009";"Bæjarholt";801;"Einbýli";39900000;4;135,1;295337
"6010";"Skólastígur";415;"Par/Raðhús";11000000;4;140,2;78459
"6011";"Sölkugata";270;"Jörð/Lóð";24000000;0;1564;15345
"6012";"Sölkugata";270;"Jörð/Lóð";18600000;0;1261;14750
"6013";"Ormskot Spilda A";861;"Einbýli";18000000;6;322,8;55762
"6015";"Eyjahraun";815;"Einbýli";25000000;5;128,2;195008
"6016";"Jötnagarðsás";311;"Sumarhús";16500000;0;54,2;304428
"6017";"Hesthús Hlíðarþúfa ";220;"Hesthús";4500000;0;45,8;98253
"6018";"Hesthús  hlíðarþúfa ";220;"Hesthús";3800000;0;45,8;82969
"6019";"Hesthús Hlíðarþúfa ";220;"Hesthús";7300000;0;68,1;107195
"6020";"Hesthús Kaldárselsvegur";220;"Hesthús";16000000;0;151,5;105611
"6022";"Vindastræti";251;"Einbýli";10000000;6;190;52632
"6027";"Hvalvík";230;"Atvinnuhús";6100000;0;41,7;146283
"6028";"Torfastaðir ";801;"Jörð/Lóð";9600000;0;180000;53
"6029";"Sandskeið";620;"Einbýli";9900000;4;132,3;74830
"6030";"Hafnarbraut ";620;"Fjölbýli";9000000;4;103,1;87294
"6031";"Strandgata";625;"Fjölbýli";5500000;3;72,1;76283
"6032";"Aðalgata";621;"Einbýli";15500000;7;188,3;82315
"6033";"Höfðagata";340;"Einbýli";35000000;6;223;156951
"6034";"Skjólgata";115;"Einbýli";10000000;6;150;66667
"6035";"Strandgata";735;"Hæðir";12900000;4;117,7;109601
"6037";"Hlíðarstræti";415;"Einbýli";18000000;5;154,9;116204
"6038";"Sumarbústaður Öldubyggð";840;"Sumarhús";23900000;5;88,1;271283
"6039";"Reykjabraut";815;"Atvinnuhús";39000000;8;259,3;150405
"6040";"Sumarbústaður Dagverðarnes Skorrada";311;"Sumarhús";36700000;4;78,6;466921
"6041";"Gulaþing";203;"Jörð/Lóð";12500000;0;634;19716
"6044";"Skógarás";311;"Jörð/Lóð";3500000;0;4038;867
"6045";"Snorrastaðir ";840;"Sumarhús";14900000;3;47,3;315011
"6046";"Reykjamelur";270;"Jörð/Lóð";9250000;0;989,3;9350
"6049";"Eyjahraun";815;"Einbýli";23000000;5;165,4;139057
"6051";"Urðargata";450;"Fjölbýli";500000;5;122,6;4078
"6052";"Garðavegur ";410;"Einbýli";10900000;4;141,6;76977
"6054";"Suðurgata";300;"Fjölbýli";20900000;4;167,5;124776
"6062";"Trönuhraun";220;"Atvinnuhús";47500000;0;317,5;149606
"6063";"Trönuhraun";220;"Atvinnuhús";23500000;0;155,1;151515
"6064";"Grundargata";350;"Fjölbýli";17100000;3;88;194318
"6065";"Faxagrund";230;"Hesthús";4500000;0;57,6;78125
"6067";"Vesturás ";311;"Jörð/Lóð";850000;0;5200;163
"6068";"Háholt";840;"Par/Raðhús";24000000;3;108;222222
"6069";"Kiðjaberg lóð";801;"Jörð/Lóð";5000000;0;100;50000
"6070";"Svínhagi R";851;"Sumarhús";8900000;2;30;296667
"6071";"Selás ";310;"Hesthús";15000000;0;110,3;135993
"6072";"Kjartansgata ";310;"Einbýli";29900000;6;234,6;127451
"6075";"Skólabraut";300;"Hæðir";18900000;5;130,2;145161
"6076";"Dalshraun";220;"Atvinnuhús";26000000;0;124,5;208835
"6077";"Bleiksárhlíð";735;"Einbýli";13900000;5;109,2;127289
"6079";"Möðruvellir Ii Kjósarhreppi";270;"Jörð/Lóð";155000000;0;1170,6;132411
"6080";"Brúnagerði";600;"Jörð/Lóð";4500000;0;2336;1926
"6081";"Grundargata";350;"Fjölbýli";14500000;4;100;145000
"6082";"Hlíðarvegur";350;"Einbýli";26000000;6;150,4;172872
"6085";"Njarðarnes";603;"Atvinnuhús";25900000;0;193;134197
"6087";"Skólastígur";415;"Fjölbýli";10000000;4;103,4;96712
"6088";"Seljabrekka Mosfellsbæ ";270;"Jörð/Lóð";245000000;0;1671,9;146540
"6089";"Stakkholt";640;"Einbýli";34800000;5;206;168932
"6090";"Hólsbraut";801;"Par/Raðhús";30900000;6;193,2;159938
"6091";"Blesabakki";270;"Hesthús";11900000;0;108,9;109275
"6092";"Hesthús Hattarvellir";210;"Hesthús";14900000;0;173,6;85829
"6093";"Trönuhraun";220;"Atvinnuhús";45900000;5;317,5;144567
"6094";"Eyrarvegur";350;"Einbýli";27000000;5;170,4;158451
"6096";"Kaldakinn Rangárþingi Ytra";851;"Jörð/Lóð";90000000;4;2764556,5;33
"6097";"Hafnargata";735;"Atvinnuhús";15000000;0;102,2;146771
"6098";"Hólmsheiði fjáreig.fé";110;"Sumarhús";17900000;0;108;165741
"6099";"Faxagrund";230;"Hesthús";7000000;0;92,2;75922
"6101";"Efristígur";801;"Sumarhús";19800000;4;75,4;262599
"6102";"Hrossnes";110;"Hesthús";6500000;0;306,2;21228
"6106";"Kvíslartunga";270;"Jörð/Lóð";15000000;6;501,3;29922
"6107";"Vatnsstígur";101;"Fjölbýli";67500000;4;144,4;467452
"6109";"Blesabakki";270;"Hesthús";13400000;0;60,3;222222
"6110";"Hyrjarhöfði";110;"Atvinnuhús";61000000;0;911,9;66893
"6111";"Beykidalur";260;"Fjölbýli";29900000;4;182,5;163836
"6112";"Unubakki";815;"Atvinnuhús";8000000;0;94,4;84746
"6113";"Réttarháls";801;"Sumarhús";27700000;0;66;419697
"6114";"Leirvogstunga";270;"Jörð/Lóð";7500000;0;625;12000
"6115";"Laxatunga";270;"Jörð/Lóð";5500000;0;330;16667
"6116";"Laxatunga";270;"Jörð/Lóð";5500000;0;479,6;11468
"6119";"Laxatunga";270;"Jörð/Lóð";5500000;0;480;11458
"6123";"Laxatunga";270;"Jörð/Lóð";5500000;0;555;9910
"6125";"Laxatunga";270;"Jörð/Lóð";6000000;0;648,1;9258
"6126";"Laxatunga";270;"Jörð/Lóð";10500000;0;975;10769
"6128";"Íragerði";825;"Einbýli";24000000;2;75,9;316206
"6129";"Njarðvíkurbraut";260;"Hæðir";14500000;4;115,8;125216
"6130";"Spánn - La Zenia Beach";1000;"Fjölbýli";25900000;0;83;312048
"6131";"Borgarbraut";310;"Atvinnuhús";18900000;0;264,6;71429
"6132";"Skipholt";105;"Atvinnuhús";49900000;4;255;195686
"6133";"Grundarhvarf";203;"Jörð/Lóð";22000000;0;290;75862
"6135";"Kjalbraut";801;"Sumarhús";19900000;4;60;331667
"6137";"Njarðvíkurbraut ";260;"Fjölbýli";14500000;4;115,8;125216
"6139";"Grundargata ";350;"Hæðir";19500000;4;113,4;171958
"6151";"Eyrarskógur";301;"Jörð/Lóð";560000;3;71,3;7854
"6153";"Ástu-sólliljugata";270;"Jörð/Lóð";8700000;0;1066,3;8159
"6154";"Ásland";270;"Jörð/Lóð";8700000;0;810,6;10733
"6156";"Grundarvegur";260;"Fjölbýli";15500000;3;56;276786
"6157";"Kvíslartunga";270;"Jörð/Lóð";17450000;5;895,2;19493
"6158";"Hallkelshólar lóð nr";801;"Sumarhús";22900000;6;119;192437
"6160";"Akravellir";301;"Jörð/Lóð";6200000;0;825;7515
"6161";"Akravellir";301;"Jörð/Lóð";6000000;0;791;7585
"6162";"Akravellir";301;"Jörð/Lóð";6000000;0;789;7605
"6163";"Akravellir";301;"Jörð/Lóð";6300000;0;839;7509
"6164";"Akravellir";301;"Jörð/Lóð";6200000;0;783;7918
"6165";"Akravellir";301;"Jörð/Lóð";6100000;0;808;7550
"6166";"Breiðhella";221;"Jörð/Lóð";29000000;0;4607;6295
"6167";"Breiðhella";221;"Jörð/Lóð";29000000;0;4585;6325
"6168";"Leirvogstunga";270;"Jörð/Lóð";7500000;0;282;26596
"6169";"Strandgata";530;"Einbýli";24900000;7;269,7;92325
"6171";"Spánn - Los Alcazares";1000;"Fjölbýli";19800000;3;76;260526
"6172";"Grundarhvarf";203;"Jörð/Lóð";17000000;0;248;68548
"6173";"Mávabraut";230;"Fjölbýli";14500000;3;83,6;173445
"6174";"Grundarhvarf";110;"Jörð/Lóð";22000000;1;290;75862
"6175";"Grundarhvarf";110;"Jörð/Lóð";17000000;1;248;68548
"6176";"Iðunnarbrunnur";113;"Jörð/Lóð";20000000;6;482,6;41442
"6177";"Tobbakot";851;"Jörð/Lóð";39000000;0;651,8;59834
"6178";"Spánn, Los Arenales";1000;"Fjölbýli";28000000;0;67;417910
"6182";"Hraunkimi";311;"Sumarhús";15500000;0;55,2;280797
"6184";"Heimsendi";201;"Hesthús";4500000;0;74,9;60080
"6185";"Elliðabraut";110;"Jörð/Lóð";100000000;0;8086;12367
"6188";"Breiðhella";220;"Jörð/Lóð";29000000;0;4607,3;6294
"6189";"Breiðhella";220;"Jörð/Lóð";29000000;0;4585;6325
"6190";"Höfðabraut";801;"Jörð/Lóð";4500000;0;6560;686
"6193";"Lækjarhvammur lóð";801;"Jörð/Lóð";3400000;0;5200;654
"6195";"Hraunteigur";311;"Sumarhús";11500000;0;50,5;227723
"6196";"Sambyggð";815;"Fjölbýli";9300000;2;58,6;158703
"6199";"Akravellir";301;"Jörð/Lóð";6000000;0;798;7519
"6205";"Réttarháls";801;"Sumarhús";70000000;6;138,4;505780
"6207";"Hringbraut";230;"Fjölbýli";150000000;14;440;340909
"6208";"Kerengi";801;"Jörð/Lóð";2500000;0;8000;312
"6209";"Laxatunga";270;"Jörð/Lóð";6150000;0;650;9462
"6210";"Laxatunga";270;"Jörð/Lóð";7000000;0;676;10355
"6211";"Melgerði";730;"Fjölbýli";13500000;2;63,3;213270
"6212";"Kerengi";801;"Jörð/Lóð";2000000;0;6093;328
"6217";"Lxatunga";270;"Jörð/Lóð";7150000;0;675,5;10585
"6221";"Leirvogstunga";270;"Jörð/Lóð";8900000;0;702;12678
"6222";"Leirvogstunga";270;"Jörð/Lóð";8900000;5;756;11772
"6223";"Leirvogstunga";270;"Jörð/Lóð";7500000;0;750;10000
"6228";"Aðalgata";540;"Einbýli";9900000;6;272,4;36344
"6229";"Laxatunga";270;"Fjölbýli";19000000;0;1350;14074
"6231";"Mávabraut";230;"Fjölbýli";19000000;2;90,8;209251
"6232";"Uglugata";270;"Jörð/Lóð";11000000;0;849,1;12955
"6234";"Vogatunga";270;"Jörð/Lóð";8900000;0;750;11867
"6235";"Uglugata";270;"Jörð/Lóð";11000000;0;725,5;15162
"6239";"Leirvogstunga";270;"Jörð/Lóð";6900000;0;456;15132
"6240";"Leirvogstunga";270;"Jörð/Lóð";7500000;0;637,1;11772
"6241";"Karlsrauðatorg";620;"Fjölbýli";13000000;3;74,8;173797
"6244";"Ásholt";621;"Einbýli";24900000;5;131,8;188923
"6245";"Laxatunga";270;"Fjölbýli";14450000;0;1075;13442
"6246";"Laxatunga";270;"Fjölbýli";22600000;0;1812,1;12472
"6248";"Kvíslartunga";270;"Fjölbýli";17450000;0;895,2;19493
"6251";"Kvíslartunga";270;"Fjölbýli";14450000;0;888,7;16260
"6253";"Hraunholt";250;"Einbýli";19300000;5;169,7;113730
"6254";"Suðurgata ";245;"Fjölbýli";10000000;3;130,4;76687
"6255";"Skagabraut";250;"Einbýli";24500000;8;281,2;87127
"6256";"Grímsholt";250;"Par/Raðhús";18000000;5;168,1;107079
"6257";"Vallargata ";245;"Fjölbýli";10500000;4;102,4;102539
"6258";"Uglugata";270;"Jörð/Lóð";10900000;0;910;11978
"6259";"Vogatunga";270;"Jörð/Lóð";7900000;0;747,8;10564
"6261";"Sölkugata";270;"Jörð/Lóð";11650000;0;671;17362
"6262";"Laxatunga";270;"Jörð/Lóð";7900000;0;728,8;10840
"6264";"Leirvogstunga";270;"Jörð/Lóð";8900000;0;802,3;11093
"6266";"Laxatunga";270;"Jörð/Lóð";8800000;0;676,4;13010
"6267";"Laxatunga";270;"Jörð/Lóð";9900000;0;900;11000
"6268";"Laxatunga ";270;"Jörð/Lóð";7900000;0;663;11916
"6269";"Heiðarvegur";900;"Fjölbýli";26900000;4;154;174675
"6270";"Ölvaldsstaðir I Borgarbyggð";311;"Jörð/Lóð";41000000;4;241,3;169913
"6272";"Hnjúkahlíð ";541;"Jörð/Lóð";38000000;0;335,3;113331
"6274";"Þórólfsgata ";310;"Fjölbýli";14600000;5;146,2;99863
"6277";"Vitastígur";415;"Einbýli";18900000;6;99,8;189379
"6278";"Vallargata";245;"Einbýli";23500000;5;140,8;166903
"6279";"Hellismýri";800;"Jörð/Lóð";9900000;0;1712,3;5782
"6280";"Suðurgata ";550;"Einbýli";19900000;0;202,3;98369
"6282";"Barmahlíð ";603;"Einbýli";55000000;9;306,5;179445
"6283";"Eyravegur ";800;"Fjölbýli";13600000;4;103,6;131274
"6285";"Lækjarbakki";801;"Sumarhús";24500000;4;86,2;284223
"6286";"Túngata";311;"Einbýli";22000000;5;189,4;116156
"6287";"Tjarnabraut ";260;"Atvinnuhús";59900000;0;927,4;64589
"6291";"Hraunhóll";851;"Jörð/Lóð";49900000;0;5;9980000
"6294";"Tjarnabraut";260;"Fjölbýli";20900000;4;100,5;207960
"6303";"Stórhöfði";112;"Atvinnuhús";50000;0;10;5000
"6304";"Stórhöfði";112;"Atvinnuhús";45000;1;12;3750
"6305";"Dalland";271;"Jörð/Lóð";37000000;0;17,1;2163743
"6307";"Smiðjuvellir";300;"Atvinnuhús";300000;0;203,7;1473
"6312";"Skólabraut";755;"Einbýli";11000000;5;171,9;63991
"6317";"Hesthús C-tröð  endahús";110;"Hesthús";5000000;0;48,7;102669
"6319";"Botnabraut";735;"Einbýli";16900000;5;159,5;105956
"6320";"Litla - Hildisey";861;"Jörð/Lóð";61500000;4;126,3;486936
"6323";"Hvaleyrarbraut";220;"Atvinnuhús";120000000;0;1048;114504
"6324";"Tjarnalækur Úr Litla Klofa";850;"Jörð/Lóð";42500000;3;80;531250
"6326";"Heiðarvegur";900;"Einbýli";36000000;7;207,9;173160
"6328";"Eyrarskógur";301;"Sumarhús";14900000;0;50,1;297405
"6337";"Kerhraun B";801;"Sumarhús";40000000;0;259;154440
"6338";"Egilsbraut";740;"Atvinnuhús";36000000;0;432;83333
"6340";"Skorradalur_vatnsendahlíð";311;"Sumarhús";13900000;4;44,1;315193
"6343";"Egilsbraut";740;"Atvinnuhús";3500000;0;105,8;33081
"6344";"Egilsbraut";740;"Atvinnuhús";8500000;0;74,3;114401
"6348";"Uglugata";270;"Jörð/Lóð";10900000;0;786,7;13855
"6349";"Efstaland";270;"Jörð/Lóð";10000000;0;851,8;11740
"6354";"Bleiksárhlíð";735;"Fjölbýli";15900000;5;128,5;123735
"6356";"Bleiksárhlíð ";735;"Fjölbýli";9500000;3;64,2;147975
"6363";"Skólavegur";410;"Einbýli";9000000;3;130,2;69124
"6364";"Drafnargata";425;"Par/Raðhús";6500000;5;193,5;33592
"6365";"Hjallavegur ";400;"Fjölbýli";10500000;4;113,9;92186
"6366";"Strandgata";410;"Einbýli";7200000;4;130,5;55172
"6367";"Brúnás";270;"Jörð/Lóð";10000000;0;756,5;13219
"6371";"Fjarðargata";220;"Atvinnuhús";39000000;0;256,7;151928
"6373";"Jörundarholt";300;"Einbýli";49500000;7;273;181319
"6374";"Spánn, Las Ramblas Golf";1000;"Einbýli";95000000;9;339;280236
"6375";"Vallarás";260;"Einbýli";21900000;0;236;92797
"6377";"Sólbakki";301;"Atvinnuhús";100000000;0;2039,6;49029
"6380";"Brekkuheiði - Brekkuskógur";801;"Jörð/Lóð";1990000;0;5000;398
"6382";"Áshildarvegur";801;"Sumarhús";7500000;1;25;300000
"6383";"Heiðarvegur";230;"Einbýli";35000000;7;290,6;120440
"6387";"Indriðastaðir";311;"Sumarhús";5500000;3;42;130952
"6388";"Efristígur";801;"Sumarhús";25900000;0;86,6;299076
"6389";"Vesturholt";220;"Einbýli";54000000;6;220;245455
"6391";"Drangahraun";220;"Atvinnuhús";160000000;0;1092,9;146399
"6392";"Ormskot-jörð-einbýli-útihús-lögbýli";861;"Einbýli";46000000;0;689,1;66754
"6394";"Sörlagrund";230;"Hesthús";12000000;0;142,4;84270
"6397";"Miðás";301;"Sumarhús";16500000;3;48,3;341615
"6398";"Syðri Reykir";801;"Sumarhús";3900000;0;25,1;155378
"6403";"Klettsflöt";311;"Sumarhús";14900000;0;22,2;671171
"6404";"Hagaland";270;"Einbýli";78500000;7;361,2;217331
"6406";"Lindarhvammur";311;"Sumarhús";11900000;3;48,4;245868
"6407";"Mýrarvegur";311;"Sumarhús";14900000;4;66,9;222720
"6408";"Calla Isla Espalmador";1000;"Einbýli";39900000;4;85;469412
"6409";"Furuás ";221;"Par/Raðhús";55000000;6;249,2;220706
"6413";"Hjarðartún";355;"Einbýli";17900000;8;239,6;74708
"6414";"Hjarðartún";355;"Hæðir";16900000;5;119;142017
"6415";"Ásgeirsstaðir";701;"Jörð/Lóð";59000000;4;155,8;378691
"6417";"Múlabyggð";311;"Sumarhús";22000000;0;45,3;485651
"6418";"Vogagerði";190;"Fjölbýli";13900000;2;59,3;234401
"6419";"Básahraun";815;"Einbýli";39800000;7;289,3;137573
"6422";"Hvalseyjar Borgarbyggð";311;"Jörð/Lóð";65000000;2;126,3;514648
"6424";"Norðurvegur";630;"Einbýli";15900000;5;155,3;102382
"6426";"Sæból";350;"Einbýli";32000000;5;287,1;111459
"6428";"Eyjar Ii Kjósarhreppi";270;"Jörð/Lóð";130000000;0;1137,5;114286
"6436";"Egilsbraut ";740;"Atvinnuhús";8500000;0;74,3;114401
"6437";"Egilsbraut ";740;"Atvinnuhús";3500000;0;105,8;33081
"6438";"Egilsbraut";740;"Atvinnuhús";22000000;0;222,1;99054
"6439";"Urðarmói";800;"Jörð/Lóð";5000000;0;650;7692
"6441";"Matsölustaður - Súðavík";420;"Atvinnuhús";12500000;0;107;116822
"6442";"Faxabraut";230;"Fjölbýli";9000000;2;74,6;120643
"6443";"Hafnarbraut ";465;"Einbýli";25000000;4;102,6;243665
"6444";"Búðavegur";750;"Einbýli";15900000;3;115;138261
"6448";"Lækjarbakki";800;"Einbýli";49000000;4;242,2;202312
"6449";"Silfurtún";250;"Par/Raðhús";15900000;2;68,1;233480
"6450";"Undirhlíð ";801;"Jörð/Lóð";1950000;0;6500;300
"6452";"Brekkutröð";301;"Jörð/Lóð";5000000;0;8437;593
"6453";"Brekkutröð";301;"Jörð/Lóð";5000000;0;8412;594
"6454";"Brekkutröð";301;"Jörð/Lóð";5200000;0;8792;591
"6455";"Brekkutröð";301;"Jörð/Lóð";4500000;0;6730;669
"6458";"Skógarsel";700;"Jörð/Lóð";3000000;6;237,9;12610
"6459";"Skógarsel";700;"Jörð/Lóð";3000000;8;274,2;10941
"6460";"Skólabraut";250;"Einbýli";17000000;5;168,6;100830
"6461";"Gerðavegur";250;"Einbýli";18500000;6;194,3;95214
